Difference of "texture_list" between "a0.16.0_build5" (beta of "a0.16.0") and "a0.16.0".

Total texture: 1381 (+225, -0)
Added texture "font/glyph_99" of ["core"].
Added texture "font/glyph_9A" of ["core"].
Added texture "font/glyph_9B" of ["core"].
Added texture "font/glyph_9C" of ["core"].
Added texture "font/glyph_9D" of ["core"].
Added texture "font/glyph_9E" of ["core"].
Added texture "font/glyph_9F" of ["core"].
Added texture "font/glyph_A0" of ["core"].
Added texture "font/glyph_A1" of ["core"].
Added texture "font/glyph_A2" of ["core"].
Added texture "font/glyph_A3" of ["core"].
Added texture "font/glyph_A4" of ["core"].
Added texture "font/glyph_A5" of ["core"].
Added texture "font/glyph_A6" of ["core"].
Added texture "font/glyph_A7" of ["core"].
Added texture "font/glyph_A8" of ["core"].
Added texture "font/glyph_A9" of ["core"].
Added texture "font/glyph_AA" of ["core"].
Added texture "font/glyph_AB" of ["core"].
Added texture "font/glyph_AC" of ["core"].
Added texture "font/glyph_AD" of ["core"].
Added texture "font/glyph_AE" of ["core"].
Added texture "font/glyph_AF" of ["core"].
Added texture "font/glyph_B0" of ["core"].
Added texture "font/glyph_B1" of ["core"].
Added texture "font/glyph_B2" of ["core"].
Added texture "font/glyph_B3" of ["core"].
Added texture "font/glyph_B4" of ["core"].
Added texture "font/glyph_B5" of ["core"].
Added texture "font/glyph_B6" of ["core"].
Added texture "font/glyph_B7" of ["core"].
Added texture "font/glyph_B8" of ["core"].
Added texture "font/glyph_B9" of ["core"].
Added texture "font/glyph_BA" of ["core"].
Added texture "font/glyph_BB" of ["core"].
Added texture "font/glyph_BC" of ["core"].
Added texture "font/glyph_BD" of ["core"].
Added texture "font/glyph_BE" of ["core"].
Added texture "font/glyph_BF" of ["core"].
Added texture "font/glyph_C0" of ["core"].
Added texture "font/glyph_C1" of ["core"].
Added texture "font/glyph_C2" of ["core"].
Added texture "font/glyph_C3" of ["core"].
Added texture "font/glyph_C4" of ["core"].
Added texture "font/glyph_C5" of ["core"].
Added texture "font/glyph_C6" of ["core"].
Added texture "font/glyph_C7" of ["core"].
Added texture "font/glyph_C8" of ["core"].
Added texture "font/glyph_C9" of ["core"].
Added texture "font/glyph_CA" of ["core"].
Added texture "font/glyph_CB" of ["core"].
Added texture "font/glyph_CC" of ["core"].
Added texture "font/glyph_CD" of ["core"].
Added texture "font/glyph_CE" of ["core"].
Added texture "font/glyph_CF" of ["core"].
Added texture "font/glyph_D0" of ["core"].
Added texture "font/glyph_D1" of ["core"].
Added texture "font/glyph_D2" of ["core"].
Added texture "font/glyph_D3" of ["core"].
Added texture "font/glyph_D4" of ["core"].
Added texture "font/glyph_D5" of ["core"].
Added texture "font/glyph_D6" of ["core"].
Added texture "font/glyph_D7" of ["core"].
Added texture "font/glyph_F9" of ["core"].
Added texture "font/glyph_FA" of ["core"].
Added texture "font/glyph_FB" of ["core"].
Added texture "font/glyph_FC" of ["core"].
Added texture "font/glyph_FD" of ["core"].
Added texture "font/glyph_FE" of ["core"].
Added texture "font/glyph_FF" of ["core"].
Added texture "font/notfound" of ["core"].
