Difference of "all_files" between "a1.0.7" and "a1.0.8_01".
Changed file "bu.class" from "d94ef467eee47ba0f18c1cdf83c8014438a56444" to "666026f459a4bdcd6153e77df64ea9bb4c1f2472".
Changed file "bv.class" from "7c67625a539bc92260726f3754e258c0092f6eab" to "36a798ba68ffbad80fb7178f2cdbd03154e582c1".
Changed file "bw.class" from "47d3415d43a88a5c9eda191d89577961fecaf4e5" to "aa5800f519a2e94239cac037d67c25f0378f1a5f".
Changed file "bx.class" from "766968a46587e06137b989f2673ce96842c37195" to "6980f881bba2c15cf5802f8bb660f8c158f40fc3".
Changed file "by.class" from "ae7498856e7079b7be6e106fec91e77dc266081e" to "fbbe6175e6e8bf3b707bc88ca33ce831307922d3".
Changed file "bz.class" from "704e00ec60bdfca0ee1198780b1113683adce829" to "b086b0aa15d5a1026ada6922a9a7735d80d695f4".
Changed file "c.class" from "a6b630690b64f8d43358718c41d2c7d303769a09" to "9e7c2966ce4ca5a3e41e434cd6e8bce6e7b4af25".
Changed file "ca.class" from "e2013a298caaa2775ca8eeb1cb5bb7235406dbf0" to "bd82ed63a61df50964a20c0dc5574260161ecb22".
Changed file "cb.class" from "6af6628b9081945e4566c025d87eb1320a126ac8" to "61b65639673faf42011b2ff97d0fde951127a6f4".
Changed file "cc.class" from "07fdbe5f34a47d7665e93cf45873bed15c0f4f63" to "0c5fce32874952d643cdb8c0a2014feef77952b9".
Changed file "cd.class" from "0780c4951852e0ed05aeee90fe087a381b6b272e" to "e37a80ccf4594d2ccad32b5f4a94e92eafc33e8f".
Changed file "ce.class" from "732ff8326d4fd64cb6fc6d61adf14ba27715fd1a" to "f88607806995053ca3733f7ca62952fbb1165c86".
Changed file "cf.class" from "c453934cc3033ee48183e3ba31ff058f3a20e2c1" to "c2fb4149c677e5b3e91440ff9b909aa60a4ef72c".
Changed file "cg.class" from "83d1f3b26bed59dc90b09e1794ffc38a5d4d4f95" to "36abd2e0e2699b5f4f22f068208a8384244762b6".
Changed file "ch.class" from "6caf12ae479d9956f54c891e7b25eb6b09309db9" to "cf71bca957e15bcc2207d1a9aefff27e7b5581d4".
Changed file "ci.class" from "908a126a0f98b8d9b9ae7a7b1a7c4c129a9c4c6f" to "ade9d21b680183d47a68907518182753da8a3903".
Changed file "cj.class" from "2b6e00979559ed0e0ebc4e85eb5b5a58b3cadc50" to "cd9afbb63b0164fedebf44ef76ecf1c4c3e39f41".
Changed file "ck.class" from "3b10a06dd78b5fe7102e200c21caad9a62c04c04" to "78174667e5c5ed153af600abb2767710ced4b12c".
Changed file "cl.class" from "d801036bec4496eb3d6bf8e29849c012d8d4107c" to "46d982fde9131b03f3ad66eb6132dc81b138d9b5".
Changed file "cm.class" from "9f7227c13b23c48a4ea50952ae8bafdf22b8483c" to "fdc84455eb377d92965a96e26ef98595ceb82b1e".
Changed file "cn.class" from "8a423bd8bf8e6d6636a7a23d34a9ce83ff60024b" to "ee9d9b286f324ac0bc4fac064e302400a9872c28".
Changed file "co.class" from "43489dd722306e82e9fcda69651ff95472a596da" to "62e3333e0ef14f90c424554aae92c2dfac0a5e96".
Changed file "com/jcraft/jorbis/Floor0.class" from "de15d2b2c859cf53263706cba5d41f35f0cef3a5" to "b68d8f98e77b454d38fb272dc617eb232b368136".
Changed file "com/jcraft/jorbis/StaticCodeBook.class" from "d0b5d4ea71eb8294e1d1c8cc1ee2661bd4eed8f7" to "30c57a3db36ba1110cf13e0d2f45a67be7a2ea59".
Changed file "cp.class" from "4bf3082996dbf86e51bab3b92385fa0d0ad9486f" to "36e4751164f884a83b5777ec3126a6fc2ac98e37".
Changed file "cq.class" from "7cebf0daf2c80c02908bb4299250fadab159a13a" to "798e0b8cbc9731d9e38dd0dadac8a38a9a887642".
Changed file "cr.class" from "93f572b529467e2512dc0d5fe3fa432dee11a327" to "b99ec4f34515c8596dd145b4b0003670e67a4221".
Changed file "cs.class" from "16bd8239d0f4a15e3a626a244a703397c85706c4" to "d1fb8bc79e8617485384849234596f661f1b6b03".
Changed file "ct.class" from "756c9b58199a8a9f5f8d43df792771ba71acc866" to "521c134fad04027dc3c4ac47e6dfd5d79266c0b4".
Changed file "cu.class" from "874f99e3da5c5582dba73f8652481c4ab4f6e081" to "1f63205886c6c7b1042b138c748c03152c5befae".
Changed file "cv.class" from "2c33b5dd01c9e8da7d169152c5e89bfa78d3dad5" to "4466ac0b7605bfc0af1902a775fd290a865df099".
Changed file "cw.class" from "c8088c0e96208ff1bafc4ade4d2277c538b5dde5" to "21e4010b009f495bb899b6cf04b4838a1db7299d".
Changed file "cx.class" from "c6c150ab3a49d5006dcfba7faf8ac695c40de2a4" to "fa954450b36a3f3e4bc74f44a83df700fd3d67b8".
Changed file "cy.class" from "ffaada6dfbe2c409b7eb73c79e914141c5bb4e1b" to "18faace701a849b58c963ea2b34ec685d5fd86fe".
Changed file "cz.class" from "79928f084da4ae409935507ceedb94dc6e573dfe" to "849bf123ca774b745a9b4ae45de97f8222436bf4".
Changed file "d.class" from "d3bda7c4f8e6c43d1aaa3ff51c6efa2347b9e308" to "d62cda752edeaba2cc8a1e55578affd8c8ed2d98".
Changed file "da.class" from "6d38be3a22693f85425bbab6379992919bc36427" to "748459e97c4bd6ec79c866b23363526e3b7f1c5e".
Changed file "db.class" from "80714956abb8f25b8eee97659f9bdc391d22b6db" to "306c60a904cf82ea725d6a3f4ec0acf48056aee8".
Changed file "dc.class" from "a202434609dba0d54fd083a95e580d729e9260c8" to "0a0f9cbc90291d8f884de9d02b423789fe6cf015".
Changed file "dd.class" from "03130c75766b3b24ba7e2ee03044de2ba6a308dc" to "326dd8bd942272eed5a10edd5e2aeaf42fba4765".
Changed file "de.class" from "2214abf5f4634086af7409930371499598740f97" to "e9de7eb2d22b98f1b5f802151ab0dbd60080409b".
Changed file "df.class" from "bb3372eb9ec3b5972766b7066de64f9faa6a6aac" to "ef83374f469540d7f535b65132dfd15e16550add".
Changed file "dg.class" from "a0992853a97fba79e76c42830e858f1d6d20b978" to "ac8dad7ac77344b0a447875f7fb752fab9b44114".
Changed file "dh.class" from "7b7301dcea2d75e4aaf7fe713963d96324bd8334" to "4539a3dda9490e549c98f7d2716ea939455c2f4a".
Changed file "di.class" from "ac35bd579c40389512621e9b651019e40318adf1" to "6672e37befd61945ee6eaade1b87c4ff47548ad1".
Changed file "dj.class" from "489049e41beeae3d4edec65ab56cf65afa060003" to "3c17cd7072455070aef2a85836580b178e3d7ab2".
Changed file "dk.class" from "b56ddd691a7f1bfea91b0cb4dd81b3733fcc75cc" to "acf18f84cecb58442891f8e7b9b91547548b0bdf".
Changed file "dl.class" from "a7f3ec848c0ea1b723ae297c566f97c4ab4ce853" to "f85360090c6a4e3e7e828d53afe0577c15a258cf".
Changed file "dm.class" from "b6a063e51d99de75e87180ebb058501d0ced6020" to "5da60b4fa7f78d538c703d50d2acdaa08617bbf0".
Changed file "dn.class" from "2f692dc3ca9c4e13eae907717763f4af0a76bb25" to "80538d5f63c650816f49e4d8eae933a496d1e258".
Changed file "do.class" from "10c48d957752cf13267f1200559d4cb5313cb056" to "c5e5f4e75727eb7866f86501aa297a03af2149cf".
Changed file "dp.class" from "6d373beb32c5c056183cfd938a28a790aab31979" to "04f4f6b5b5ddc9d6eaffa4d7dd3b60a5c228b66e".
Changed file "dq.class" from "15b20382b0cafee5ba2127cf390b3bf43c42d9df" to "1b0dcbd01cfc9d22519aff36f8ac7e50f31087a4".
Changed file "dr.class" from "2ff67d6c7dca96c30c36a238f8ef675f7e342a85" to "a8c8265f7168f3b69d8d2ba572ee0352e348961b".
Changed file "ds.class" from "fd2a3dc681e18253c42f5d9f13b2063559038850" to "058fc7bfa005c87eeff708c4db6a54ead236f93f".
Changed file "dt.class" from "c4f4ef0e917694c96f5f2640ea746ef6fb63ba25" to "62172c819c0dd3189a88ce5cc9b4790ef223e35d".
Changed file "du.class" from "ad964c761a0beace721d9c3af685fd721acc2937" to "5f145d7158b629e26229e95a0038e377c1e89ba9".
Changed file "dv.class" from "18dcdb8dea645ab590e1112a45cf376851cd1710" to "b77fd282bad162e4b2ce8b0f1ca7014dc57d9916".
Changed file "dw.class" from "40937d04c010b389387241db8e6a7b308df15b81" to "4674b795ae52ae0009d7b935476197cfd6a94f97".
Changed file "dx.class" from "60b303619a08785cc9f77f5e9f6c7029c2c0876e" to "47edcc3de001a1e2cd2818f33f560f3b84ee728b".
Changed file "dy.class" from "ef30bfcff878b784b399b93f5e04f02d433246cb" to "119dddd244e6e69136b25f0fc4e80bc21f32dcc7".
Changed file "dz.class" from "0450b9bbe2a3a2d168069c957f45fe6fabe2f40c" to "60048a08f9da1075056dc3848622e3d2b5c2a06f".
Changed file "e.class" from "b44d8a397cf0f1645897cb727cb5e6c82f78f29d" to "a86b7a568aa3c47f6757f5c4b826d9c446c79969".
Changed file "ea.class" from "f3ae63202fc34a5a1f344ac3f9cc6e8c2db3c313" to "cdbce58905e17f20fd01fd8ce090f9575b50290c".
Changed file "eb.class" from "8181cf89124dcb45d93d8a8642a02979882295b1" to "8f12db5ad273e140c4f81eca3c8a4ddd33ed6100".
Changed file "ec.class" from "cebe79bf42e4babc72a03b44932b458fb34ce9e4" to "377c2eb3899a97f77549bb5973133897c166a37d".
Changed file "ed.class" from "5347202eb0de3ddde5f5f266729c356202afeeba" to "df554731b5996de646d9f359d134b5f434a311b4".
Changed file "ee.class" from "e6c82a7097cca3009b6ba890364a7a718584cc26" to "8a06a071bb1581574999868518cddc41bf892afd".
Changed file "ef.class" from "17aa7610df243408a112298b7c07f89c19eca05a" to "17252218a82bacf2fe470dd270c96e7f25105097".
Changed file "eg.class" from "bd78c137dabb8b9e8897f0586a29badf1282db9e" to "856c2ba382f0549d7f01233975087b7f82338e4e".
Changed file "eh.class" from "b9104adc4f2973a9f571847dfaca020db4432b55" to "c21626ca4ed9f44c8f633ddf63cd7f85bb51f801".
Changed file "ei.class" from "9761e80e6f0213b8e94b4db17ccc9df9b5972817" to "d639e2da49b2ec06885673981881b36848a24179".
Changed file "ej.class" from "95797835e9b505295cc970820421dca0422bc45f" to "ed46354349c261a8d78e0b06be5f75ecdc65d359".
Changed file "ek.class" from "9e1c353f8f08aa39c77b2344b6c5d9851a7aa6e2" to "eaa924f8896b3d2ff79886fc124dd62b1f9c6590".
Changed file "el.class" from "75e3cd2dd0618facb484b28f3834559e097c8e55" to "a35708e4abedb79a8ef022800ddb0fd99d19394e".
Changed file "em.class" from "799955f13b716a88b30e271caf99bc9454102328" to "44b1907639f51d7c7f60d679c95811eea993ba41".
Changed file "en.class" from "a491b7526e9d9a372233bbb8978b3bc46a480d0f" to "c23d57723dcd417ccc8554b37289ce3f0a205600".
Changed file "eo.class" from "5492d50d6c0a145fa513661930792fe5de0a1430" to "292bb96fc20ab0c07121caa2c388d8b5daff4daf".
Changed file "ep.class" from "eb22719d65c11e05ac1c99fc44f2866b85e07ddf" to "894f10e10df37eaeaa4a21d645e6cbb6f96d7d8d".
Changed file "eq.class" from "234a0ade4cb6b4b59a15c9f647079eff63e897fb" to "8a6c4a46dac5ce550102e266ba8f348dcededbd3".
Changed file "er.class" from "117b0db4152618577c1165b3896458d991594473" to "a202a81d0efb4082eae4d36576eac0d093d8dccb".
Changed file "es.class" from "44fb6d787c42b5ab1d58947861bd79f8eb568cfb" to "2f04711c00aa490677109c71e05e25f43ce3aca3".
Changed file "et.class" from "b5585fc87f7160c1b01891b5fe79f48a0980c385" to "514b38cfb569f38dfe52e649e53e5e5407c5722e".
Changed file "eu.class" from "b648196ccfe4ac60fbd73b37c1dc021a425f3b30" to "bbd1a9d5a4c7bcd8fc922782ef2e009da41e2b92".
Changed file "ev.class" from "8899a65602d427388f9dc7e77b8557e805d44f81" to "810807c3550836374dce2a73659ae5e24747d382".
Changed file "ew.class" from "cfdd334e6e57ff9c10a48d25dd548bb724d493c4" to "b5d1a45399783b8d3b02b9f498ee2e55862f0b8d".
Changed file "ex.class" from "eb45f06af885f6a38ee94a72199592c53437fed2" to "5d6dcbdfbcf0a58b8a7131f805f0d4a94ac8c3ed".
Changed file "ey.class" from "4e2013af6fcc5722504e07c3efdcd1217dc354cc" to "b1b0bdc1cf25408e369da5c051b5f4a748ed44cb".
Changed file "ez.class" from "9ebb26f365659e43ac5ed463af231e6f1816787d" to "6db3dda8bc30de11bfdac9fc83159e8a5607d14c".
Changed file "f.class" from "cbdabfc12c8197ec1c5c19ca75c43af3d931dec1" to "ce43d0863e23aac79e7ea2930e4b36a1c96e7efa".
Changed file "fa.class" from "6aaa7a90cbc3ae42e11db2abffa4cf6f05e03c9f" to "9933da6505ae9d1d600fc0666c2c18cbacb29b0c".
Changed file "fb.class" from "ba3034d4f72426a029abb9e7fea2cf5a7264c11c" to "a7eb8f2f651699fc60c8f2ba6270831eeb401c4f".
Changed file "fc.class" from "7b1fd894ef97f59a93deba10be4ca0de69c551aa" to "245bbcb7bb403b3a5df16ea546fefabe1f4e1e3d".
Changed file "fd.class" from "9b9987fb2721b9e41c55cf21ddd6e874eb03daa3" to "e795747fa3703642bf250bd1372efde6f7da9d3f".
Changed file "fe.class" from "5486e2e2a6d4cab3247bdbd316e07d071d0dbc1d" to "ef16fd997089a3d1e1ec244caa8006916ac2bee5".
Changed file "ff.class" from "99d5ae2c8f9af8d364be18561dddfc8d120b4163" to "bdce5e281a41f26436235b8d6eeec0af8ee82902".
Changed file "fg.class" from "2870f7ca2b7a3e47fac32c6319b705ded6768642" to "6d03390d74a3a25fef94ca630efbc49391b03c06".
Changed file "fh.class" from "e720bfb56a77dde1ffb649b81780576c1f956a29" to "22caa13e5e917f84f1a3a68976c0e251111e6ef8".
Changed file "fi.class" from "106a44b4e263c15e86c0300b05d8ecee91f938b7" to "dd1a1957edf811255d9483d7ae057ebb91eeef8d".
Changed file "fj.class" from "0feb399b4da7083bf50b52603572942f14801dbc" to "427957286164e99232500a7d0917df6c847de112".
Changed file "fk.class" from "26db073448e96a6edb593a4fa7e31434409bf767" to "df75fad2fdfe696bcb66a2b0c7a554983ccacfab".
Changed file "fl.class" from "69066cc2f68ed3f1a271030ad1dbb86b05ac7618" to "f1e5f88e391530118f7bfebc11b9516507286545".
Changed file "fm.class" from "3fb6b04d405b484c0eee5a26f92e04060eee54de" to "35754b1423c17c5970bf573413c2d8cb1ecd105e".
Changed file "fn.class" from "adcafa6c6b3ea824e5cbf15c7ff688921bd4bc1e" to "9b9122a99acca9e15348ae4755af84ed3be8b72c".
Changed file "fo.class" from "c4fb046919f437812b8538312cc2d5625b733b56" to "8d9565c4e41016110b76d8c73cbb24ea18be78c7".
Changed file "fp.class" from "ea90444d7a81ba8e0f97aa66d1dff8c9d28c1748" to "67f70a3d7c0e8eeb6b93405630f22b4cc24009f3".
Changed file "fq.class" from "052e7d87cd5bf3c5d5231a7701f3f886bcc8b9d1" to "2a815120b9d8df221773ddcb574566d9b8ee4256".
Changed file "fr.class" from "f2aee502b5e2f8bc279e50a9dbf6538711ca8abe" to "d6dafad5edca01dc2538994e67a7357c463f22d0".
Changed file "fs.class" from "79d05f92972a5a691181b2415773b4e4679c41f1" to "ddb075f73923eace0ef994745b817ff8e1c186c3".
Changed file "ft.class" from "a7e00dc1c9181bbddd1a566f1dc32c2bfcf58fcf" to "a7633f2fb614ec906d6fd39c10c932a4809420dd".
Changed file "fu.class" from "ee6d73057c4f70d075b6fd4f40bcf3c0b9e566e9" to "6169dffc8359ae40fc16b3b8066725f773c80270".
Changed file "fv.class" from "17604a83adbde4b2422f403c0795213d4121f57e" to "e6743bc838476fdec956477300907accfcbfaaee".
Changed file "fw.class" from "d5a9929262d9da856af0d9acab06fc91a5484c22" to "35c015ba863b2917e8848da9816eb8457ceea5a9".
Changed file "fx.class" from "636a0572aa0200e686105706edfba93579a2cacf" to "16e9b7710d64d660749a2521fbed2328e9318f48".
Changed file "fy.class" from "62a519ee6cfbf916933e9935cca6edb44fb08b44" to "03e1d652c67af7af9b1ec9e4216b6d9cbc3d71e9".
Changed file "fz.class" from "1fddf451465e21dd5ebdc79963a41068694341db" to "011703a83249775d1271752b0b2e053eb8c7425c".
Changed file "g.class" from "192a84c8e5b8783439b497ebb6b0350880f7269f" to "25a89fcfda0daeed9d1dd0a965083b705d017288".
Changed file "ga.class" from "48c522d0dbb75ebd8bb312013e9d0f423dce47a0" to "f32d7b82bbe3c46ee31102312a4b2315bbbef352".
Changed file "gb.class" from "a91c3a46e4ebd7cab6528688212fcae0944a3f49" to "d9309329301e3553817920d41e8ea2e6dd83d3aa".
Changed file "gc.class" from "a63eb3bf6c3ad8d559f029ab4400db9712329848" to "762238e149bad7a75bc3a07d87d547c7c6ab1e05".
Changed file "gd.class" from "1153df5b8b5b57247867f013cfab71e94378fe04" to "03a427a9cabddb3407870411a19a368d38fd5ef9".
Changed file "ge.class" from "3019994a2a42d9da8fc9c839a12b911d16985b1c" to "c0b5be49a69b7623e46947c7d01a129043d85d0a".
Changed file "gf.class" from "adb7a5ae68a72c21c7fdd2e41310017170121f9e" to "4f7b337349f133a3429337cfc9a240aa087aad4b".
Changed file "gg.class" from "0461937e4c7094872bcb70421288ee09628aee91" to "cb20497e85b7d720559c09c2fae5692516016c6c".
Changed file "gh.class" from "77af2b34fe735d9ac4fbd11fee360669bbcc5833" to "1379558f186768628ebfcd3015dc03ad987e4745".
Changed file "gi.class" from "c031c539059b9f5211ed3fd7cafd087a802b94cb" to "c2b8987d113f86e85b29cd5a7339dec9504e37df".
Changed file "gj.class" from "eebc2511638e78e9bfa5e2558a548bf52586880c" to "0a314267cecffea5e56c2ac908299afe3cb7ffe0".
Changed file "gk.class" from "2a26b31ce1e75630ee6d3f96ef07c5dc337ea25f" to "50d14ab6b0bcbb93932ab2c70e2dd8e4b987034e".
Changed file "gl.class" from "52760582be0e69a3f523403c75bd32c5b82b0138" to "277bacf5ddc5e5bf66eced3b3afd85e20d9ebde0".
Changed file "gm.class" from "98ca51cf877b5f6763329da16c69848ddfe9a50f" to "927d79c2f81be5cb6f8323ee207c8b5f479ae650".
Changed file "gn.class" from "efb92c613ad051dcc30d470a6615f788e6bb8f3f" to "f6cebbfe470d2713c82c3e9ee6b6a4295d662d10".
Changed file "go.class" from "cdd7175c86c57e95e3f09f41efe4d7b1251f49d9" to "113cba09b56505e27b462bf98682cbe8a6e7e408".
Changed file "gp.class" from "6ebc10c9461037544a898c30c87ee43eec6e7d48" to "f84a21abd2608af9e7ab070059bb1b18ef28fcac".
Changed file "gq.class" from "309b6e26d800e93fe15e471b2bc614ea258b54e7" to "b2454e654fe347b5525654d8280b808382472f14".
Changed file "gr.class" from "7fcc4e072a4aa419648ebd370e29f402eac964a3" to "460cb82dd174a11686d203fd82d513e74aaa18e1".
Changed file "gs.class" from "fb8d6c6a596dac8588dc8ce88f737ce203501fbe" to "be1470bbc1fdc44adb7b258bb1d5cd781e1c6f5c".
Changed file "gt.class" from "09835a3778e58df87b1e59321fbc95c99aedfa91" to "e2975a9a0db91e6c45b8ff373f135ef06e9d0074".
Changed file "gu.class" from "1f7f729615cb5b250f6b92bb5866a80a5fd038ab" to "c06cd6c11d20f74333c9e01e685951d112fff18c".
Changed file "gui/items.png" from "b3a5fe09e0469a2f862f75f1b5f2517db4727f25" to "dae5cfac157b8a0091644ed04941baeb06097776".
Changed file "gv.class" from "a41a09ee1b0a40209b62831cfe564204b30910ee" to "395b941cf62116c167cbfcb8490652e04626d32b".
Changed file "gw.class" from "8cb32edd6cba7fc55834607ffaf47af12f2b40df" to "995285f7089adb48a1aaaa0fb177de2b4111d6a6".
Changed file "gx.class" from "5dbc1f3f0d55f82941da037bf8b7845d507511c6" to "cb1aa1f7c39ba60b9b6b2323d93ee8a160f517bf".
Changed file "gy.class" from "abfda29f31ac2d23e5ab109da2b4a483354000e5" to "4c68baa5f7e4a0a9db72c99c8350671ff27c941a".
Changed file "gz.class" from "cdc3ddffb437e31466c70ec3f77de297eb7d3b16" to "8ddbcb360195157c58210af46af7e08e36db528e".
Changed file "ha.class" from "900f5b0a7b0249f55f20841566bcfd31df10aa42" to "4473f2cda921fb2caaeefdaf68520b736197f17a".
Changed file "hb.class" from "2e37ae30a927c3c54d209da3a8aa5053e2a9b69c" to "86b368a8ea3287ff6895def301e5a5a4f4552fa4".
Changed file "hc.class" from "97ccf8fae4ba44a24b017bc9dd8c5b674bd84463" to "487a5c21777bee5d55263697042c9148f2ba3939".
Changed file "hd.class" from "1e6d6131881cda429e9d0ca57a2f939341b1d0f4" to "d3dc0e1f52dda2c92ac4f02d95096c93284763ad".
Changed file "he.class" from "831a07b42e695108bb50206c9b8410e78a96be8d" to "c090e983c46a6d58e860ef9cb440e8f52a95aa14".
