Difference of "all_files" between "1.1.5" and "1.1.7".
Changed file "behavior_packs/vanilla/entities/ender_crystal.json" from "0a5eb5bec3a3aab05dfb4051de23916ef32033e5" to "2b54a9d1461934b6a882d12455cacd43575d2a6a".
Changed file "behavior_packs/vanilla/entities/ender_dragon.json" from "d244df6f79393ae51b455468825fbfeb01adaa65" to "828eed015b0a95a80ae9db112eea6b8d6bcf84fe".
Changed file "behavior_packs/vanilla/entities/ender_pearl.json" from "7f3484a0d297e2214bc0891bf622930754ea37a3" to "e2aff931ac8314d7519eaea7d9336d84796ba2a7".
Changed file "behavior_packs/vanilla/entities/enderman.json" from "a591d8f22e324fc1281fe32ac835719c2c5e16ab" to "d9415529360f9b4697abc076e9b45443660970de".
Changed file "behavior_packs/vanilla/entities/endermite.json" from "06dc6e4b1057c0af8b6efbc2f9fa1b275a4284a8" to "879853e318540d8f11dbb4cf45a65547b89401a0".
Changed file "behavior_packs/vanilla/entities/evocation_illager.json" from "73f027debad73873149a80ed6a23fad078c99465" to "543e1343735979f32455bb8348807e568b0660fd".
Changed file "behavior_packs/vanilla/entities/eye_of_ender_signal.json" from "3dadf06f10680505e24693d3ce9fb6ed40ee0dde" to "e695ce65e5f712d18603e70b54f05779e3fdeada".
Changed file "behavior_packs/vanilla/entities/fireball.json" from "6a02cd443161c8d8dbbe4c16005366226487d285" to "d19b49aa03e26ca06378ede5aa64f5560f70b21e".
Changed file "behavior_packs/vanilla/entities/fishing_hook.json" from "ab1d055f91145b4ae9b240a851856459de88cbfc" to "7c9cfd7f3c11a83ec454fb32fa56b53def5ed5df".
Changed file "behavior_packs/vanilla/entities/ghast.json" from "cc97fafb7dd0f6d136545bf7842652036a82dccd" to "3695602451d1c04827dae8d20445f93728487495".
Changed file "behavior_packs/vanilla/entities/guardian.json" from "eb26c6e2ab97a02ebcef9bbfb942c4457400fa30" to "a8d8a1688b5a3ab24ac63288f1e081bf8d784092".
Changed file "behavior_packs/vanilla/entities/hopper_minecart.json" from "fb1ab1862058a6aac6d8a40a3fb5e9b766d7b745" to "cc8cd78427117f28e213f46444fc3e8b9b01edc8".
Changed file "behavior_packs/vanilla/entities/horse.json" from "fc3dd13912fcc00605ec92ddc2e4693c54264cc5" to "a97752306be9841dd73c14b4a2e94c3318c1a918".
Changed file "behavior_packs/vanilla/entities/husk.json" from "1c5af11f7dc84f6aaadbb8b16352fc8ecd4b4433" to "4e93f98a4df0fe698f1008326df675e084c6461a".
Changed file "behavior_packs/vanilla/entities/iron_golem.json" from "9e64a0b9e9794c743425de6a85c22d713a7b96fa" to "65473a3d524343807637868aab687c0378523100".
Changed file "behavior_packs/vanilla/entities/lightning_bolt.json" from "3d7e40a9f7f0941ed70dac406dc8ccaccbaf3c77" to "4ea05f7f6f000755788faee35d91e565c218c379".
Changed file "behavior_packs/vanilla/entities/lingering_potion.json" from "32c9bcc2c74a2881cf4362bb80fdf40aaa4ba046" to "ecdf331107418468447169e1831f7451d906ba3c".
Changed file "behavior_packs/vanilla/entities/llama.json" from "cdb57bd497151162372771b8f13940f3454919dd" to "9663334d8bd9296dbb9da8aff2ca5f8d65b49fdd".
Changed file "behavior_packs/vanilla/entities/llamaspit.json" from "3e95653adb98f17e2ec58d718d70416d3e6afafa" to "187a9ae6677697d41fd72d4e88cbd91dca303632".
Changed file "behavior_packs/vanilla/entities/magma_cube.json" from "b7066ab6dbc3d7218fefcffe4d857bb3cf46fcab" to "7482aa6271d176acd1d8f51c4271af0496b0e590".
Changed file "behavior_packs/vanilla/entities/minecart.json" from "f39aac7f00c850f94657324ec23d752b9f629a95" to "299a134e11a4bb34e354d71497ce32ae6eb295e9".
Changed file "behavior_packs/vanilla/entities/mooshroom.json" from "d70ff4d4ead2506c75697a66f3ed678aad803e75" to "3d016a7ba61622bfd0b75cc2080dbe8198b1d363".
Changed file "behavior_packs/vanilla/entities/mule.json" from "7750e8aed51c9a6d21d1532b55eef401245200e3" to "a95ee0c5e8fbb465a37a2eb6ca874558d54f2fa0".
Changed file "behavior_packs/vanilla/entities/npc.json" from "19bc3ccd68cd7610365a05fa5fcdf91a927a41fa" to "38b031359f36d211cc183adb957b98b7dcaef6af".
Changed file "behavior_packs/vanilla/entities/ocelot.json" from "cb9f300a7731e434942941cbdc85e64ff82b648a" to "86b78ee131a96af46341fac849ccd2913f8b1ec4".
Changed file "behavior_packs/vanilla/entities/pig.json" from "22eca05b95f6b80e439f2207c2c17fd83c397d83" to "d8e5bb6283f27dd8cc74627b7c3d0eed22b09b77".
Changed file "behavior_packs/vanilla/entities/player.json" from "572a77356c0d2bfd0a29e8e3fccb1b03e9fe662a" to "8de78b50314d87207c0af994006abc6d438c8297".
Changed file "behavior_packs/vanilla/entities/polar_bear.json" from "d776fc4bf86c107e58091d6b1e9b37a6094b4395" to "90a252379061e975ac7ff50252afa40e3ab5a71f".
Changed file "behavior_packs/vanilla/entities/rabbit.json" from "9494ce9e1c831679838563426a5e24bc2b6a0cb7" to "a1406f597357cc1c5622696e4fdd0799fbf49e9e".
Changed file "behavior_packs/vanilla/entities/sheep.json" from "73a237c9ea1792f0417dbf549b2ddb37a661d060" to "bd6e020e7080687cd55de4f28558d4451caa352e".
Changed file "behavior_packs/vanilla/entities/shulker.json" from "c27f252cb4eef7028817681dd8ed2dc14e2b1650" to "4e99975f2d31ab72a2793e87be6422b727d6640b".
Changed file "behavior_packs/vanilla/entities/shulker_bullet.json" from "5d4401584367645f6ed636372675d73a13c92b8d" to "637ef6638d83a48159b772ef752989a5955fb81d".
Changed file "behavior_packs/vanilla/entities/silverfish.json" from "05eca4c67edcd643e5d3e45b48adf27a20b68f36" to "d75ac66b9b206e95c8ac98c2acf01481da4876b3".
Changed file "behavior_packs/vanilla/entities/skeleton.json" from "8bf8c8ad78f5dd09d79e1cd13ba6eb1dee58fa1e" to "1cd017bb797a5af43195c02b8b2aad2edb42ab2c".
Changed file "behavior_packs/vanilla/entities/skeleton_horse.json" from "d5effd444b63933c4631474f7b7655651a8df29d" to "d1d408da94d2bf153be9f323183a1c5d1f37f184".
Changed file "behavior_packs/vanilla/entities/slime.json" from "a2705c8915e2ba40c5cba906c162bca298bd221c" to "0a17e2877c2505f1148a6f3518aff15469f52fa2".
Changed file "behavior_packs/vanilla/entities/small_fireball.json" from "85cc2bed6f9c5bad25462bdaf45c10b78dd321e0" to "d34ebc298b697d7ae205b8f7eb7b6475ec1088bc".
Changed file "behavior_packs/vanilla/entities/snow_golem.json" from "b977c6a7a65e6523e4cd86b1a996e4f1dc08cdfd" to "ccd125d4dcb3a9dba0f37db26820f56c8b6644f6".
Changed file "behavior_packs/vanilla/entities/snowball.json" from "3f7783cb40f4842539547e28f2ea8c19f8cff603" to "316401fab034b4e375b0b2e241dd1a3e58d9c4ea".
Changed file "behavior_packs/vanilla/entities/spider.json" from "83840962d1d5b85505c792c59dd58cfd4aa9dd0b" to "299e3934985862743409f2b0c5eaeec1dede1feb".
Changed file "behavior_packs/vanilla/entities/splash_potion.json" from "ad2e877662dc65f531b186abe10c7b9abee33ba2" to "7ffe5020d5e2bdf91df934343fa0c3b5c2e021e3".
Changed file "behavior_packs/vanilla/entities/squid.json" from "f54f4fcaab99c7e968c602fedc1e2e8093a9b0ab" to "385470fac6ad47ee5b24df7768b70c8b22f05981".
Changed file "behavior_packs/vanilla/entities/stray.json" from "fa7f506d6cb21c902aa232a6fde47cc42acf991f" to "7fac6d10553f08c590c8bbf78dfd1863182b03df".
Changed file "behavior_packs/vanilla/entities/tnt.json" from "1da015bc24b14395c27cef4d57cc6d8fa6ae8003" to "73f2974c92f6f27f8c175c5d48525424335a94ff".
Changed file "behavior_packs/vanilla/entities/tnt_minecart.json" from "3bdeda989ad2fe2e9a61e960026d4fae2c281706" to "b3a15ae8e65a968bd73362685599e288ada25a51".
Changed file "behavior_packs/vanilla/entities/tripod_camera.json" from "ea62474a956444e8ef404ed92d50d655c116870c" to "af0d67ba9c97a965ca5d350c139aba21df16fe2d".
Changed file "behavior_packs/vanilla/entities/vex.json" from "52472951b6189a9bacad4d2e28169b3c072822f5" to "561101232aefac7239bf3f74c2d064477d958500".
Changed file "behavior_packs/vanilla/entities/villager.json" from "c337cf9c10a99fbcf7eefaaca3e82a0378b17e19" to "0003e21754633a6b39d5697d5b04016a5acb920b".
Changed file "behavior_packs/vanilla/entities/vindication_illager.json" from "065b033dcd9104200ba2528ef2e515292f8bbe4e" to "2e64af4a9f065b891941f2d273ad90cfceed2ccf".
Changed file "behavior_packs/vanilla/entities/witch.json" from "1477d405f2ab9cf9f63cef21b4e2e09c77c24f5a" to "a08482fd8c4943920e59028df438ff2259568d60".
Changed file "behavior_packs/vanilla/entities/wither.json" from "04dee66b4979246f602de0acea2657bd383efda9" to "8928cf2d1e00f05910d2be97713a83a1e858185e".
Changed file "behavior_packs/vanilla/entities/wither_skeleton.json" from "cbb9225f46c40202e72105b73e78def4ecf6df35" to "0cb1ec91df7ab9261e35cdc2cfbae012a4690960".
Changed file "behavior_packs/vanilla/entities/wither_skull.json" from "0524067fb10cf9a86f8984988d62a7913dbff181" to "8d6e87cad93ea9629e35c7276c23127dad83a73a".
Changed file "behavior_packs/vanilla/entities/wither_skull_dangerous.json" from "faefdbfed19bfe609a849f8921644d53c1e3431a" to "3d37b4c1a5c502a791dbe04b02d9dd3f4ca216ba".
Changed file "behavior_packs/vanilla/entities/wolf.json" from "4ceb926262d71b54a214ed0cee76a43d91de3d03" to "7b70d26912eef446ce232a52dc2a4fd2347a2f18".
Changed file "behavior_packs/vanilla/entities/xp_bottle.json" from "52ff50990500715a8dd02a22bfd038cdc1c6b506" to "2dc14d0831811d6005e7f1b1538bbe99bbd9adad".
Changed file "behavior_packs/vanilla/entities/zombie.json" from "9d665903a1f9fda638002e1c382c6e4ea126040d" to "8d6fe0c27788bf85a4eddd14e188a4feee13e7b8".
Changed file "behavior_packs/vanilla/entities/zombie_horse.json" from "30202b4b90be36ff9be62b9bba33ca8596c16ce9" to "6242569a06000b438a7c429125f06283db09e171".
Changed file "behavior_packs/vanilla/entities/zombie_pigman.json" from "5ddbf534ccd402c2f624659c305c192b75e3c289" to "869eb5d2959cca8891d6cfb8ed9c39b1af30a924".
Changed file "behavior_packs/vanilla/entities/zombie_villager.json" from "22d1f5cb5b41ceec71ba8b06d336633e7a81ba99" to "40ca5add8232cbed7cd92c2382438e1287a86a9f".
Changed file "behavior_packs/vanilla/items.json" from "60355917014bf5979a7eec8f0bbacae89277c7fe" to "6d19084c2bd9b6b05f86282542144b2108ace1eb".
Changed file "behavior_packs/vanilla/loot_tables/chests/abandoned_mineshaft.json" from "5e1c49ec4ee751d1be86d818a5d198d21d9cecdc" to "180038e0767b797c6cb0d121fb0328b8488ed1b1".
Changed file "behavior_packs/vanilla/loot_tables/chests/desert_pyramid.json" from "9a3f26fd67ed9518a6deff4752e6e8e82d0ea948" to "2e130cc529d4e56e5e0245aa3a251034fab00501".
Changed file "behavior_packs/vanilla/loot_tables/chests/dispenser_trap.json" from "71eb3f19192dafa20ea5f71e60c4bea77023a05a" to "4e2f2adb7926973428f54c87d62264e76f5a4457".
Changed file "behavior_packs/vanilla/loot_tables/chests/end_city_treasure.json" from "15efd23623cda027cee4c3ff1582720bb943debf" to "334d274280929e072ebb2224eee371f4ae730692".
Changed file "behavior_packs/vanilla/loot_tables/chests/igloo_chest.json" from "727c7d5001d4b5a082a5bb40e719d125b4a601e0" to "11a144e89260819f2c74365084909901f3956a42".
Changed file "behavior_packs/vanilla/loot_tables/chests/jungle_temple.json" from "f8d8b9318a9c2509abf7bde765bf2786686c501f" to "4a9ea14487e88f074bfa5ff6238f28388a147ecc".
Changed file "behavior_packs/vanilla/loot_tables/chests/monster_room.json" from "83a9184b93d7e93c0b7a544d47454bda933afc96" to "916c74f62643160808f401187ed5a8f0b37bb0fa".
Changed file "behavior_packs/vanilla/loot_tables/chests/nether_bridge.json" from "09ed9b50630523892dacb56c2a91a0160094971a" to "13ddfe6f0e031a864ed137c93dd8f23a5baa5bc6".
Changed file "behavior_packs/vanilla/loot_tables/chests/simple_dungeon.json" from "2aa1f39a255d9df8cfafbf672a87e3dea6cbfe2e" to "6c1a0fdc215d32e31ddf95a29192ae7645fea6df".
Changed file "behavior_packs/vanilla/loot_tables/chests/spawn_bonus_chest.json" from "28b03d432205fdcd0ae08e672139042961cdc986" to "f5d59522806ac3070de6515e566f13820b823a2c".
Changed file "behavior_packs/vanilla/loot_tables/chests/stronghold_corridor.json" from "616db38f24e66d4b8df59613100c24b251ab6407" to "0777d4177ef3ca5627ba7ea31d8f0cd81a9939f2".
Changed file "behavior_packs/vanilla/loot_tables/chests/stronghold_crossing.json" from "42c43fa85c9856b48b333a0ce3bd334540371794" to "83abe46c07b9be4fdcfba55454da1c20d5662aa7".
Changed file "behavior_packs/vanilla/loot_tables/chests/stronghold_library.json" from "e48bebb6f7707eb65112b0ef9f2029c0162b9073" to "44a9bfb6c522d4f4dfacfc9ad96ada49f49cc568".
Changed file "behavior_packs/vanilla/loot_tables/chests/village_blacksmith.json" from "7d9d788026d477ea4384c622734f16a70eb26a61" to "bd993e5066489ff4d77ad228e431b27af3e1972b".
Changed file "behavior_packs/vanilla/loot_tables/chests/village_two_room_house.json" from "436388f8120835b847e32f94876623c509fbbec6" to "1be578d511978752f049d7d1d6d873aa82ee395d".
Changed file "behavior_packs/vanilla/loot_tables/chests/woodland_mansion.json" from "fb5b2518dbd913da4cee7f5797ec29f885c829b0" to "5fd8502d8c3329f9407b21bdc97775c2600261d0".
Changed file "behavior_packs/vanilla/loot_tables/entities/armor_set_chain.json" from "27c399a269f93f83f4843de686bc5a04ae5d6ecc" to "3631b8e4b2cb8ea95f41cd90c22c8d9aeef4841a".
Changed file "behavior_packs/vanilla/loot_tables/entities/armor_set_diamond.json" from "5f86f1aca4eca99bb23587baacea874f1a3a5971" to "af0cc97d3e180883e5fcbafe8cf7f741725c56cb".
Changed file "behavior_packs/vanilla/loot_tables/entities/armor_set_gold.json" from "669a248cd78c43b16b1e366cc038441e8b5ac027" to "df1c8a11ad3efee378573345a7408352de0a3bd2".
Changed file "behavior_packs/vanilla/loot_tables/entities/armor_set_iron.json" from "19ef0822f2219f694f2e5362d2b048c55c44ca42" to "64b449dd880e895dd366e45e0f865f8667a43e7c".
Changed file "behavior_packs/vanilla/loot_tables/entities/armor_set_leather.json" from "136b9be939d1949be5f218ca1ed0acc6663f1719" to "797727279828aa9db0eb852e5d3c95c5f5365072".
Changed file "behavior_packs/vanilla/loot_tables/entities/blaze.json" from "f0340a0cccfd95bf8cccb97520808736d10432ed" to "5d372ef4484215c0051e1bef0da8731ac1570bc2".
Changed file "behavior_packs/vanilla/loot_tables/entities/boat.json" from "70be16208cb81062311282a799c0179db5dc9a0a" to "7a3c75e8dcd16f928f18f28b6e258f1046d85a24".
Changed file "behavior_packs/vanilla/loot_tables/entities/cave_spider.json" from "b447389d8dba01c8ee032ce93239cdd093b8c20a" to "bdf75ef50e5355bad69ed2a768386d2ebd2dc13f".
Changed file "behavior_packs/vanilla/loot_tables/entities/chicken.json" from "5348125604d9cfc5c1b705a92785d2bcd36d3d4d" to "af2a120106022e9941d9401a8a7bacc531b8a002".
Changed file "behavior_packs/vanilla/loot_tables/entities/cow.json" from "9a9c3c39b46900552a70974d7114ade53663d312" to "09a4d715b2781abc3d2cf5e7c879210e206bf68c".
Changed file "behavior_packs/vanilla/loot_tables/entities/creeper.json" from "11890d8ce2e3ed6b3364ca976b974b4cfdf51794" to "1439a2a3d359b7c3cfc97a8c17f1284d8d5c677a".
Changed file "behavior_packs/vanilla/loot_tables/entities/elder_guardian.json" from "952694304078f82e6ac4adb137ed6fb9924aee30" to "2fef99895422d9865cda8d62b98f51fb97c3e63a".
Changed file "behavior_packs/vanilla/loot_tables/entities/enderman.json" from "8dfd1a85dd47bfb9fe34c485627a4d1d2eeb2a26" to "e618b4bbca203152aaaf514009d0b5a6abcc28e6".
Changed file "behavior_packs/vanilla/loot_tables/entities/evocation_illager.json" from "6f6b5efb6c852b3d1c43f3ec086f1c2a9540f463" to "8b50410f074cf72d178b2f7658fc56a490349339".
Changed file "behavior_packs/vanilla/loot_tables/entities/ghast.json" from "9e763e46d58037203a30e3e2738cdcbd531201da" to "7ab7ef1330cec5f20ee9f52335bfd5159d062281".
Changed file "behavior_packs/vanilla/loot_tables/entities/guardian.json" from "5fa7ed8ae932a8ffef1ebbc26e21228ac8cdf931" to "92413afa3fa47efc3c4f586b6f847d36b45309af".
Changed file "behavior_packs/vanilla/loot_tables/entities/horse.json" from "ffd51262ef7d8d773248fb1fa730c51c6e94e5de" to "ff6872f863c58ca0edcb7dc143b4a7c6bdef72b9".
Changed file "behavior_packs/vanilla/loot_tables/entities/iron_golem.json" from "c7abdac843b86cdcbfb026d0990e555bcb171479" to "8850f8315c05e3238c3304d7f0a736699146f6b8".
Changed file "behavior_packs/vanilla/loot_tables/entities/llama.json" from "ffd51262ef7d8d773248fb1fa730c51c6e94e5de" to "ff6872f863c58ca0edcb7dc143b4a7c6bdef72b9".
Changed file "behavior_packs/vanilla/loot_tables/entities/magma_cube.json" from "57d7a02d5041345fcb36d9a9249c477306c055d8" to "fc61e5d48558a7665bb1ee71658ff727bf11fff3".
Changed file "behavior_packs/vanilla/loot_tables/entities/mooshroom.json" from "9a9c3c39b46900552a70974d7114ade53663d312" to "09a4d715b2781abc3d2cf5e7c879210e206bf68c".
Changed file "behavior_packs/vanilla/loot_tables/entities/mooshroom_shear.json" from "0b7338a2edb54ad8e57c336b062e938707d37776" to "1ef20865a21ca27580d9b040af93f645394cd114".
Changed file "behavior_packs/vanilla/loot_tables/entities/pig.json" from "6b92df1b2e9eeb647ad621d75fc3bdbc1f523e5e" to "23335d49f267cfa4d4f81d3f12d28cb676c02e48".
Changed file "behavior_packs/vanilla/loot_tables/entities/pig_saddled.json" from "0771f48370f697df9001ccec942f792d42356c71" to "cd7d7e32080fe61a2943f4084c2e5acea43dbd34".
Changed file "behavior_packs/vanilla/loot_tables/entities/polar_bear.json" from "8f06baf98066b07998ab035dea0abe8b824ecdff" to "faf2a19a15008c74ba9f38ff6455425f9fa4fb60".
Changed file "behavior_packs/vanilla/loot_tables/entities/rabbit.json" from "3c1e49f79409b1db412a669a80fc6008ec4eaa07" to "16320625f8170850f2d2fbaf796fef3704c46a8c".
Changed file "behavior_packs/vanilla/loot_tables/entities/sheep.json" from "949400bbb254b976369d4e660b2974af0d6b03d0" to "08026447c8c51cb13261ea905965733994fa605d".
Changed file "behavior_packs/vanilla/loot_tables/entities/sheep_shear.json" from "182cb13a1cc06c8c9f5e30190930c2728d952b7b" to "cd6197afcc195a03b62ccb65e2b1ecab7589d442".
Changed file "behavior_packs/vanilla/loot_tables/entities/shulker.json" from "431ed2d1c3c905537f926f814e3f48e2fd38b340" to "b6213befd5b2e79bdeefbf9e028183ffb09a6653".
Changed file "behavior_packs/vanilla/loot_tables/entities/skeleton.json" from "a65c0469199dd2eed2af85d85713176a892270cd" to "da83326d9f13ac03c8d5c239bbb50794390a1734".
Changed file "behavior_packs/vanilla/loot_tables/entities/skeleton_gear.json" from "d6a43ddc84fc1d926e50c492d0b38277cf89fba9" to "409621f9cad8bdf4f0d13961c4e5e44ff557914d".
Changed file "behavior_packs/vanilla/loot_tables/entities/skeleton_horse.json" from "092dc9874595763a8096161f1ae95518b8170d1c" to "c1efdb85c034431b5a3c0fad2304e392070a23cb".
Changed file "behavior_packs/vanilla/loot_tables/entities/slime.json" from "1ac48bc2130b1499bdf400edb68c735485a585be" to "4a2524782c47243bfe3c4302757cab09724ac542".
Changed file "behavior_packs/vanilla/loot_tables/entities/snowman.json" from "099ff913a6e8799427a15de0d320294a1220547b" to "539aa176bdca57cee86055494f2a8f7edfb391b8".
Changed file "behavior_packs/vanilla/loot_tables/entities/spider.json" from "b447389d8dba01c8ee032ce93239cdd093b8c20a" to "bdf75ef50e5355bad69ed2a768386d2ebd2dc13f".
Changed file "behavior_packs/vanilla/loot_tables/entities/squid.json" from "570a857b6e45b8dbe4f42c4572d8b57029e474ec" to "16c794ead671d9b7a1e8bf552fa09b85c7fc7ec7".
Changed file "behavior_packs/vanilla/loot_tables/entities/stray.json" from "de962bb555768bcb1904ad0c3b7478ef3119b22f" to "4a560f0d0a82ef2caa1447e940f50a57d97923ee".
Changed file "behavior_packs/vanilla/loot_tables/entities/vex_gear.json" from "71734a544476cafe682d9caa9ce8e49da348ba2a" to "cbc4e119fcfefaaac541e09fd2307d8861d8948d".
Changed file "behavior_packs/vanilla/loot_tables/entities/vindication_illager.json" from "4ef9ab5f0b6d181b8d8d3c073e39d4d6b53ed1e1" to "b89c83517943df6687e05f017293bbeaf03463b9".
Changed file "behavior_packs/vanilla/loot_tables/entities/vindicator_gear.json" from "0864d7241e45fa201ec8934a0193a9ca543a36b7" to "17a45b1d9263bb524bae42565c73f27f05924050".
Changed file "behavior_packs/vanilla/loot_tables/entities/witch.json" from "2be3f2a2791879ff8e30c9b27f870f9fe7dbbe0f" to "f076ae29b7877e3e5439c2ebf85ce7da2efa168a".
Changed file "behavior_packs/vanilla/loot_tables/entities/wither_boss.json" from "1aca533291fd6054bc27c38b3caddbed7096f518" to "f4e2d0be40612cf933e3f46bcafaaf02eaf1a3e5".
Changed file "behavior_packs/vanilla/loot_tables/entities/wither_skeleton.json" from "6e92548ef35178c93cd0899258e9eef65a9ff818" to "5a8c90e0a14d1424036763801f182c72678f1096".
Changed file "behavior_packs/vanilla/loot_tables/entities/wither_skeleton_gear.json" from "00ad5574cdb493713f8f99a9de9e9d11cc5ca217" to "1e22c1e241b91096ca1573bf29c23adec82c35b4".
Changed file "behavior_packs/vanilla/loot_tables/entities/zombie.json" from "303cc0288eac1529e7201f37e26f8da19159adea" to "e6e85861b60c76086f3c1d5f422e00693b4d4f79".
Changed file "behavior_packs/vanilla/loot_tables/entities/zombie_equipment.json" from "9059c56ec6345736fa434129533be6e5b7c5cf48" to "d1daa24aecbc2ecc4df38fe5a680251d5c6de9bd".
Changed file "behavior_packs/vanilla/loot_tables/entities/zombie_horse.json" from "7a4ddbe53457330399e8101ae035278071968e0c" to "c9a9379443c800c15576a6600fdc761f8507be1d".
Changed file "behavior_packs/vanilla/loot_tables/entities/zombie_pigman.json" from "78a1dcdbb33a6df6dbdbd03567cb5f9520a2856b" to "05b1a5ad755d61fc31d986b22034feaf2c25879c".
Changed file "behavior_packs/vanilla/loot_tables/entities/zombie_pigman_gear.json" from "b1dd7b241afc16df2fd3948a9b4072b130c91b04" to "1a9e2a6341825196740173c6be92dd91878f1cd6".
Changed file "behavior_packs/vanilla/loot_tables/equipment/low_tier_items.json" from "867f3764e11970bd824807ec4e4f352943bc0772" to "0c2355570af9902a1934bbfd34f4cbc9230bab7c".
Changed file "behavior_packs/vanilla/loot_tables/gameplay/fishing.json" from "de3c903eeca4a43a3e08e7c21661e7e4775570dc" to "d53f8b32e41113c636a79274586b29f0744ae840".
Changed file "behavior_packs/vanilla/loot_tables/gameplay/fishing/fish.json" from "bb8e7ea2a18082cb54d4e3547219aabbc4cdbab8" to "44808dae516c96d830faa9c548c6e3b6e2df249a".
Changed file "behavior_packs/vanilla/loot_tables/gameplay/fishing/junk.json" from "49b53e1b3bf0b41dc43cdbd181742abda85217fd" to "f5b989b4e152d21b879829bd49c89973591d28e5".
Changed file "behavior_packs/vanilla/loot_tables/gameplay/fishing/treasure.json" from "45798893d9457c49f38c67b29cc9919c7b377bc3" to "d40142382054bd0343f52770d4964090a25a003f".
Changed file "behavior_packs/vanilla/manifest.json" from "1e802b7017545a0f798aeb8f97846fd615e5b7ea" to "64790b743b7b1a34ef94c5229a356c14ce039f54".
Changed file "behavior_packs/vanilla/manifest_publish.json" from "647b7011ff3a16bf0167ddeb89262c20bb57746b" to "cbaddfb62789b36e2fd2cf2f2e934e9fbb69ad4b".
Changed file "behavior_packs/vanilla/trading/armorer_trades.json" from "9e6e599e71be7121af94552665edd9c23558efc9" to "8287b295fd64782991d042879c7e03b9962c6961".
Changed file "behavior_packs/vanilla/trading/butcher_trades.json" from "e4fe59d810afe18f15d732b4231e6ab29d8df97b" to "279865204673251d1e59a57083a2269905d1c1ac".
Changed file "behavior_packs/vanilla/trading/cartographer_trades.json" from "cdc774749019fccee1a1850a3b58f908ffe23ba2" to "f65688c6c299e323525094f5be381daf570123fc".
Changed file "behavior_packs/vanilla/trading/cleric_trades.json" from "dfdb3954d3d7e64f8a8cf0f1404ca90250ec4ddf" to "0326f67499a8ead8520b7ba0404984e58f6a0879".
