Difference of "all_files" between "1.1.4" and "1.1.5".

Total file: 4262 (+132, -0)
Added file "resource_packs/skins_premium/EneijaSurvivors/texts/sv_SE.lang" of "66f7cbdf1c76c8919456d8154b0b8345adf6e0ea".
Added file "resource_packs/skins_premium/EneijaSurvivors/texts/tr_TR.lang" of "66f7cbdf1c76c8919456d8154b0b8345adf6e0ea".
Added file "resource_packs/skins_premium/EneijaSurvivors/texts/uk_UA.lang" of "66f7cbdf1c76c8919456d8154b0b8345adf6e0ea".
Added file "resource_packs/skins_premium/EneijaSurvivors/texts/zh_CN.lang" of "66f7cbdf1c76c8919456d8154b0b8345adf6e0ea".
Added file "resource_packs/skins_premium/EneijaSurvivors/texts/zh_TW.lang" of "66f7cbdf1c76c8919456d8154b0b8345adf6e0ea".
Added file "resource_packs/skins_premium/KingsAndPaupers/content.zipe" of "a0cb883024b9d83c7f2350fdbf1a6e3be1c48bf1".
Added file "resource_packs/skins_premium/KingsAndPaupers/contents.json" of "916f40f82237de7416be4713eb734893bfa2a53f".
Added file "resource_packs/skins_premium/KingsAndPaupers/manifest.json" of "5e053cc0a88ec01c92621a008510921a9207cc72".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/bg_BG.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/cs_CZ.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/da_DK.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/de_DE.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/el_GR.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/en_GB.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/en_US.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/es_ES.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/es_MX.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/fi_FI.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/fr_CA.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/fr_FR.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/hu_HU.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/id_ID.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/it_IT.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/ja_JP.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/ko_KR.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/languages.json" of "a9db3bc913c868937f49d2dffaaee87a4308c524".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/nb_NO.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/nl_NL.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/pl_PL.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/pt_BR.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/pt_PT.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/ru_RU.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/sk_SK.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/sv_SE.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/tr_TR.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/uk_UA.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/zh_CN.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/KingsAndPaupers/texts/zh_TW.lang" of "9ec85882976439ebe181d669fdadba46f41bc268".
Added file "resource_packs/skins_premium/Sports/content.zipe" of "eb16e854f9a0853c1f685e74ce0ef5cd6c7eb14c".
Added file "resource_packs/skins_premium/Sports/contents.json" of "efe04627bcb58ad7508cd2106cc3baf4dee13a45".
Added file "resource_packs/skins_premium/Sports/manifest.json" of "c9eec5a4c0ef66e1d358184c602f0ca1a32cd962".
Added file "resource_packs/skins_premium/Sports/texts/bg_BG.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/cs_CZ.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/da_DK.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/de_DE.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/el_GR.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/en_GB.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/en_US.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/es_ES.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/es_MX.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/fi_FI.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/fr_CA.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/fr_FR.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/hu_HU.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/id_ID.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/it_IT.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/ja_JP.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/ko_KR.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/languages.json" of "a9db3bc913c868937f49d2dffaaee87a4308c524".
Added file "resource_packs/skins_premium/Sports/texts/nb_NO.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/nl_NL.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/pl_PL.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/pt_BR.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/pt_PT.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/ru_RU.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/sk_SK.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/sv_SE.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/tr_TR.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/uk_UA.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/zh_CN.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/Sports/texts/zh_TW.lang" of "466a545e51c8704193d3a705ed40e5514dc6386b".
Added file "resource_packs/skins_premium/SummerFestival/content.zipe" of "0ff13962e0ec4b755f0537a31a4070cdc8b3624d".
Added file "resource_packs/skins_premium/SummerFestival/contents.json" of "e90426282976f0583e541fa1e508649b63f52bcb".
Added file "resource_packs/skins_premium/SummerFestival/manifest.json" of "993a171ff9baedded29204b8d689f7ae3ca4ee21".
Added file "resource_packs/skins_premium/SummerFestival/texts/bg_BG.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/cs_CZ.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/da_DK.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/de_DE.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/el_GR.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/en_GB.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/en_US.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/es_ES.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/es_MX.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/fi_FI.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/fr_CA.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/fr_FR.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/hu_HU.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/id_ID.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/it_IT.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/ja_JP.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/ko_KR.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/languages.json" of "a9db3bc913c868937f49d2dffaaee87a4308c524".
Added file "resource_packs/skins_premium/SummerFestival/texts/nb_NO.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/nl_NL.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/pl_PL.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/pt_BR.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/pt_PT.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/ru_RU.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/sk_SK.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/sv_SE.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/tr_TR.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/uk_UA.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/zh_CN.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Added file "resource_packs/skins_premium/SummerFestival/texts/zh_TW.lang" of "eb43b2cc301d35ed9f3e5f87c69ea944f7567ffd".
Changed file "resource_packs/vanilla/blocks.json" from "13bdc78482167849a00a2a7e692a8a58da8c5f4e" to "f978af6aece71e190b07004dccd69ce5cee24cca".
Changed file "resource_packs/vanilla/texts/cs_CZ.lang" from "a840f6be90109a2e6fd03a037ce2100c6538759e" to "60b58e0e1ad25a9e47def2a7650f06cc0aad047c".
Changed file "resource_packs/vanilla/texts/da_DK.lang" from "f7b23f777065462d639be6a5b92e77b185cb17af" to "4bf580673c0017604cc05c3c9a315721655f1253".
Changed file "resource_packs/vanilla/texts/de_DE.lang" from "bbfa06ad9957c1aeb0bb78a7222af5d46f1cb432" to "4d3b5b0e13995553df62ba9f4c0ac9bc08decf53".
Changed file "resource_packs/vanilla/texts/el_GR.lang" from "223064a84d28966871c5d9011719f0bf34d5ec4c" to "a8d6f516bca487679adfa7199493f8eb54ac4a80".
Changed file "resource_packs/vanilla/texts/es_ES.lang" from "1575355dbd345007075f3fbb81c7a1f44505d7e0" to "ef57b384a4e18e7822ce42a290b363b1516e5d06".
Changed file "resource_packs/vanilla/texts/es_MX.lang" from "e9202d16a6d40944a822341cfa3ac2cb6344e171" to "a35306bfeb04d99e57b6cd179c088fc1495249a1".
Changed file "resource_packs/vanilla/texts/fr_CA.lang" from "a9de1aa280b2055620f51c52e1316a731140701a" to "aed9fdad1acaed3e370455c0fcb475d8e653af24".
Changed file "resource_packs/vanilla/texts/fr_FR.lang" from "d8219f8a54430e178ddfce22a68bbdf8bed30b01" to "4b1947d924d8cc5cf60283a0d5596a09eac1b73b".
Changed file "resource_packs/vanilla/texts/hu_HU.lang" from "2fe56d7feefcb9c45ee35304885ad30001765fab" to "8e70c0ee37dedb3a7598f51733032828bb6d52b1".
Changed file "resource_packs/vanilla/texts/id_ID.lang" from "729afd5b4497d3b652caac768e9c81de2e84d6d2" to "437cecfba25cf5ad06eb0be54b484d4a52d1574e".
Changed file "resource_packs/vanilla/texts/it_IT.lang" from "ecead0a987eaf69fb1025e1b8c8475c1cfad39a8" to "6f56c96210591a64f124a5435b32c51ad54366c5".
Changed file "resource_packs/vanilla/texts/ja_JP.lang" from "ac885cc6c64a7ef9db2494d8051c13ca9514c845" to "55bfbc5f4f6f0e10035d07cdb02a3cabc24a6ba1".
Changed file "resource_packs/vanilla/texts/nb_NO.lang" from "4f226ad184b394c642525e8d1e4ee7bd33a999f9" to "28c8ab44489147e60bae370bf4b77a2e10c5d52e".
Changed file "resource_packs/vanilla/texts/nl_NL.lang" from "e8d6881241a92c7f87b0d5cd3f61fab35fb4fc04" to "9fc8de4f1ec886151df7452d1d181552fbd8ee05".
Changed file "resource_packs/vanilla/texts/pl_PL.lang" from "75e2da09723b354697490c933f2101c9b9b0de07" to "d3cc7cbe4e11d09d463265fba8418ec6e4a2bcc4".
Changed file "resource_packs/vanilla/texts/pt_BR.lang" from "e7e54d662422fbcb9f03704a67683e2c345b9a3f" to "6406c9d190c3880101a52650b36e74bd8a415429".
Changed file "resource_packs/vanilla/texts/pt_PT.lang" from "acce14f50c432dae8d6213b5f338ecbfd9b96e33" to "a275fad537c29987c9e0f63cd92a109644a40e40".
Changed file "resource_packs/vanilla/texts/ru_RU.lang" from "758bedd588b02eed6d8301c6deacb4ed22c67404" to "da6e1a86cfb7576b45ee08e43f290e24f864e608".
Changed file "resource_packs/vanilla/texts/sk_SK.lang" from "6f1298ee224515bfab780ee37afa867ee48d02b6" to "e5830fc2f8d90665d512b2dfc3ec563a882a5298".
Changed file "resource_packs/vanilla/texts/sv_SE.lang" from "2a35dab584fdc3bb78ad66b3def63815be156077" to "f422f964abcbe77dd2c1e1ca3c810cfcef53be72".
Changed file "resource_packs/vanilla/texts/tr_TR.lang" from "7cfc097b3fe964bd5b8cd797c674ce6d7ecf59dd" to "4ac8cdb79f5d522e6bd587b32ee5e2894f196519".
Changed file "resource_packs/vanilla/texts/zh_TW.lang" from "19f7bcf58d0160d9f09fe7e2237bda8d5cd81b26" to "95a439878f0bdc5e6312ee3475e7938b58927d70".
